seed,split,case_id,contact_overlap_nm,mode,temperature_rise_relative_l2,potential_relative_l2,joint_field_score,terminal_current_relative_error,predicted_terminal_current_A,reference_terminal_current_A,hotspot_coordinate_error_width_fraction,true_fixed_point_defect,sigma_defect,terminal_electrical_heat_ledger_error,electrical_heat_sink_ledger_error,energy_ledger_error,projection_count,main_linear_solve_count,diagnostic_projection_count,diagnostic_linear_solve_count,diagnostic_included_in_timing,median_wall_time_s,timing_repeats,finite,practical_case_pass,historical_pr39_metrics_modified
baseline,train,heating_low_localized-sink,20.0,R0,1.0,0.00012904531364789107,0.500064522656824,0.0033242410804827567,2.2447898086282696e-05,2.2522769200906582e-05,0.17999999999999997,1.0,0.0033895644208746393,4.628616354063865e-15,1.0,1.0,0,1,1,2,False,nan,0,True,False,False
baseline,train,heating_low_localized-sink,20.0,R1,0.003399056497176955,0.00012904531364789107,0.001764050905412423,0.0033242410804827567,2.2447898086282696e-05,2.2522769200906582e-05,0.0,0.0033870709753298016,1.1537286152265237e-05,4.628616354063865e-15,1.6989034461278588e-12,1.6989034461278588e-12,1,2,1,2,False,nan,0,True,False,False
baseline,train,heating_low_localized-sink,20.0,R2,1.2076726719163085e-05,1.874407777204148e-07,6.13208374844175e-06,1.1087927377974885e-05,2.252251947007733e-05,2.2522769200906582e-05,0.0,1.203132357830247e-05,4.098460013292637e-08,2.0057742909378972e-16,2.0268349209886375e-12,2.0268349209886375e-12,2,4,1,2,False,nan,0,True,False,False
20260809,train,heating_low_localized-sink,20.0,N0,0.009829529803376208,7.414660869853912e-06,0.004918472232123031,2.537585460564563e-07,2.2522763485561416e-05,2.2522769200906582e-05,0.09999999999999999,0.009833959006881108,3.349682844670196e-05,4.0115051200701516e-16,0.00045945571782344657,0.00045945571782344657,0,1,1,2,False,nan,0,True,False,False
20260809,train,heating_low_localized-sink,20.0,N1,1.9593484378249184e-05,7.414660869853912e-06,1.3504072624051548e-05,2.537585460564563e-07,2.2522763485561416e-05,2.2522769200906582e-05,0.0,1.9577982797451086e-05,6.667496105457602e-08,4.0115051200701516e-16,1.8852068311734133e-12,1.8852068311734133e-12,1,2,1,2,False,nan,0,True,False,False
20260809,train,heating_low_localized-sink,20.0,N2,5.974136718871894e-08,1.2626159124816247e-08,3.6183763156767596e-08,1.6260647021357e-08,2.252276956714138e-05,2.2522769200906582e-05,0.0,5.662061230557478e-08,1.9287554537791503e-10,2.0057520184433969e-16,1.767869829052885e-12,1.767869829052885e-12,2,4,1,2,False,nan,0,True,False,False
baseline,train,heating_low_nominal,20.0,A1,4.472642456002514e-05,5.487253533381696e-06,2.510683904670342e-05,4.329891888719007e-05,2.2531306096698517e-05,2.253228172013706e-05,0.2,4.461606821707467e-05,1.6740986681817293e-07,8.019968363369543e-16,1.3585826407529556e-12,1.3585826407529556e-12,1,2,1,2,False,nan,0,True,False,False
baseline,train,heating_low_nominal,20.0,A2,1.1665657794763498e-07,1.157945659004679e-08,6.411801726884089e-08,1.6187416894578755e-07,2.2532278072742682e-05,2.253228172013706e-05,0.2,1.638633072562179e-07,6.148625436278393e-10,1.2029433608369404e-15,1.3893995817647358e-12,1.3893995817647358e-12,2,4,1,2,False,nan,0,True,False,False
baseline,train,heating_low_nominal,20.0,R0,0.9334048887473276,0.00019819977797061225,0.46680154426264914,0.0033605096209295064,2.2456561770635045e-05,2.253228172013706e-05,0.4079215610874228,0.9333527756224584,0.0034848898845472867,3.017498247169454e-15,0.8959130336094653,0.8959130336094653,0,1,1,2,False,nan,0,True,False,False
baseline,train,heating_low_nominal,20.0,R1,0.003409328218321505,0.00019819977797061225,0.0018037639981460588,0.0033605096209295064,2.2456561770635045e-05,2.253228172013706e-05,0.4,0.0033969451672747632,1.2745983362278371e-05,3.017498247169454e-15,1.2749935927023746e-12,1.2749935927023746e-12,1,2,1,2,False,nan,0,True,False,False
baseline,train,heating_low_nominal,20.0,R2,1.2677596983491444e-05,3.9852426384977183e-07,6.538060623670608e-06,1.2596845845053656e-05,2.2531997884457694e-05,2.253228172013706e-05,0.4,1.2676884030616335e-05,4.756714315698026e-08,8.019722130613298e-16,1.1740873199204092e-12,1.1740873199204092e-12,2,4,1,2,False,nan,0,True,False,False
20260809,train,heating_low_nominal,20.0,N0,0.01359374089281897,9.249677714880552e-06,0.006801495285266925,1.509195026461339e-07,2.253228512069781e-05,2.253228172013706e-05,0.4079215610874228,0.013592402247745215,5.100195940963697e-05,4.0098099485464264e-16,0.00010602894493296762,0.00010602894493296762,0,1,1,2,False,nan,0,True,False,False
20260809,train,heating_low_nominal,20.0,N1,3.549011773374301e-05,9.249677714880552e-06,2.236989772431178e-05,1.509195026461339e-07,2.253228512069781e-05,2.253228172013706e-05,0.5882176467941096,3.5426759045859345e-05,1.3292990758193153e-07,4.0098099485464264e-16,1.0736266137221533e-12,1.0736266137221533e-12,1,2,1,2,False,nan,0,True,False,False
20260809,train,heating_low_nominal,20.0,N2,1.1304232025446372e-07,2.0367334932857254e-08,6.670482759366048e-08,1.3205415367194818e-09,2.2532281749891874e-05,2.253228172013706e-05,0.5882176467941096,1.0888001011709097e-07,4.0854737603010233e-10,0.0,1.2721123964814002e-12,1.2721123964814002e-12,2,4,1,2,False,nan,0,True,False,False
baseline,test,heating_near-transition_localized-sink,20.0,A1,0.0066850098881560795,0.001408003175695253,0.004046506531925666,0.002905126103610683,0.00029384182844160143,0.0002929906536455817,0.0,0.006584885473886969,0.0002466771864808139,6.416952295822326e-15,9.88210653556547e-14,9.88210653556547e-14,1,2,1,2,False,nan,0,True,False,False
baseline,test,heating_near-transition_localized-sink,20.0,A2,0.00013908636499411717,3.5138505279269286e-05,8.711243513669323e-05,0.00010064829417153756,0.00029302014265507933,0.0002929906536455817,0.0,0.00013523233549785746,5.035034885397326e-06,3.378347009643684e-15,1.0279827329343297e-13,1.0279827329343297e-13,2,4,1,2,False,nan,0,True,False,False
baseline,test,heating_near-transition_localized-sink,20.0,R0,1.6487934670448865,0.00047416540157795413,0.8246338162232322,0.0629429704047008,0.0003114323556868495,0.0002929906536455817,0.0,1.4931106146418236,0.0607401579229161,2.8758902425135126e-15,0.6242292312945947,0.6242292312945947,0,1,1,2,False,nan,0,True,False,False
baseline,test,heating_near-transition_localized-sink,20.0,R1,0.06289174769427595,0.00047416540157795413,0.03168295654792695,0.0629429704047008,0.0003114323556868495,0.0002929906536455817,0.0,0.060403341498821525,0.002273338166095642,2.8758902425135126e-15,8.551989405368422e-14,8.551989405368422e-14,1,2,1,2,False,nan,0,True,False,False
baseline,test,heating_near-transition_localized-sink,20.0,R2,0.002374077003870133,7.714625137511621e-05,0.0012256116276226246,0.0022958210942364034,0.00029366330776863534,0.0002929906536455817,0.0,0.002281433838679777,8.563842504194664e-05,1.2841706442348753e-15,1.0610459947989545e-13,1.0610459947989545e-13,2,4,1,2,False,nan,0,True,False,False
20260809,test,heating_near-transition_localized-sink,20.0,N0,0.20762576657296872,0.0007871022184278235,0.10420643439569827,0.0062433668378161595,0.0002948199017763426,0.0002929906536455817,0.0,0.2017558222989623,0.007565066211193333,7.994579844619005e-16,0.19362405769668165,0.19362405769668165,0,1,1,2,False,nan,0,True,False,False
20260809,test,heating_near-transition_localized-sink,20.0,N1,0.00699734689639475,0.0007871022184278235,0.0038922245574112865,0.0062433668378161595,0.0002948199017763426,0.0002929906536455817,0.0,0.006821626898567967,0.00025560136881610336,7.994579844619005e-16,8.218428080267662e-14,8.218428080267662e-14,1,2,1,2,False,nan,0,True,False,False
20260809,test,heating_near-transition_localized-sink,20.0,N2,0.00019633077315029025,2.6162523407249648e-05,0.00011124664827876995,0.00022297097564733567,0.0002930559820574806,0.0002929906536455817,0.0,0.0001894994816440856,7.0870854082818924e-06,6.434159720572177e-16,9.039994407403096e-14,9.039994407403096e-14,2,4,1,2,False,nan,0,True,False,False
baseline,train,heating_near-transition_nominal,20.0,A1,0.0019040970719170966,7.33761003592719e-05,0.0009887365861381843,0.0018998098851479082,0.00029384182844160143,0.00029440113462736526,0.2,0.0018265492650021307,7.55363982622317e-05,6.416952295822326e-15,6.192358965468202e-14,6.192358965468202e-14,1,2,1,2,False,nan,0,True,False,False
baseline,train,heating_near-transition_nominal,20.0,A2,7.839815735317772e-05,1.6705063514881182e-06,4.0034331852332916e-05,7.83165873400846e-05,0.0002943780781351922,0.00029440113462736526,0.2,7.524017165037991e-05,3.1120344424285464e-06,1.601315736188262e-16,6.82160503616153e-14,6.82160503616153e-14,2,4,1,2,False,nan,0,True,False,False
baseline,train,heating_near-transition_nominal,20.0,R0,1.1783267755284184,0.00012489077310249322,0.5892258331507604,0.04949503790937394,0.0003089725299463094,0.00029440113462736526,0.4,1.0756063384349583,0.0474883700822818,3.0513537820896607e-16,0.5181767760687274,0.5181767760687274,0,1,1,2,False,nan,0,True,False,False
baseline,train,heating_near-transition_nominal,20.0,R1,0.049491729695380335,0.00012489077310249322,0.024808310234241415,0.04949503790937394,0.0003089725299463094,0.00029440113462736526,0.4,0.047351607896173716,0.001963893722159434,3.0513537820896607e-16,5.858599261611807e-14,5.858599261611807e-14,1,2,1,2,False,nan,0,True,False,False
baseline,train,heating_near-transition_nominal,20.0,R2,0.0020434185057513756,2.1195109566513918e-06,0.0010227690083540134,0.0020433129894130934,0.0002950026882898473,0.00029440113462736526,0.4,0.0019588960018989345,8.103050173318834e-05,2.0773028447003894e-15,5.976240491676147e-14,5.976240491676147e-14,2,4,1,2,False,nan,0,True,False,False
20260809,train,heating_near-transition_nominal,20.0,N0,0.001359502273094928,1.3458236700164515e-05,0.0006864802548975463,3.7302464639384296e-07,0.0002944012444462444,0.00029440113462736526,0.5882176467941096,0.0013826496608748179,5.718751233187144e-05,1.2809517834570523e-15,2.812788960267496e-06,2.812788960267496e-06,0,1,1,2,False,nan,0,True,False,False
20260809,train,heating_near-transition_nominal,20.0,N1,2.9030114018652435e-05,1.3458236700164515e-05,2.1244175359408474e-05,3.7302464639384296e-07,0.0002944012444462444,0.00029440113462736526,0.4,2.955681460453241e-05,1.222499847729656e-06,1.2809517834570523e-15,6.22862804705953e-14,6.22862804705953e-14,1,2,1,2,False,nan,0,True,False,False
20260809,train,heating_near-transition_nominal,20.0,N2,7.540334130523341e-07,2.977442753990804e-07,5.258888442257073e-07,9.01192922184023e-09,0.00029440113728048745,0.00029440113462736526,0.4386342439892262,7.55915834340691e-07,3.126218531278792e-08,1.6011903121747363e-15,7.109284986055336e-14,7.109284986055336e-14,2,4,1,2,False,nan,0,True,False,False
