seed,mode,device_voltage_V,certified_same_voltage_pair,reference_current_separation,predicted_current_separation,reference_temperature_rise_separation,predicted_temperature_rise_separation,current_separation_relative_error,temperature_separation_relative_error,maximum_separation_relative_error,direct_assignment_joint_error,swapped_assignment_joint_error,head_swap
20260809,R2,0.85,False,0.4369997663143146,0.6262166858310897,0.43747125494211486,0.9500949446639335,0.43299089405159946,1.1717882807857805,1.1717882807857805,3.5335282731627444,6.622606967674392,False
20260809,R2,0.875,False,0.43807490739504795,0.6867996452439826,0.43857911059980725,0.9509274270666841,0.5677675978474596,1.1682004547963576,1.1682004547963576,4.439815243186892,8.160352631339482,False
20260809,R2,0.9,False,0.43918753440807284,0.7549582959250754,0.4397260615151122,0.948081533766241,0.7189884429269863,1.1560731026483817,1.1560731026483817,5.543110004522543,9.98283086179761,False
20260809,R2,0.925,False,0.44033827752632887,0.8289332006476706,0.44091277439587406,0.9457065938291542,0.8824918090344911,1.1448836340134034,1.1448836340134034,6.990067519578423,12.358818635065523,False
20260809,R2,0.95,True,0.9902742947429363,0.9013575070271665,0.9937416252885147,0.9485012019088698,0.08979005936819907,0.045525338003739375,0.08979005936819907,0.9417067298862932,16.275817411908868,False
20260809,R2,0.975,False,0.9906528951898745,0.9551245356344368,0.9938437949616564,0.9576793552346076,0.03586358019841872,0.03638845451406589,0.03638845451406589,1.030234509430573,22.63653525232868,False
20260809,R2,1.0,False,0.9907753306007241,0.9801204671419081,0.9938844642605219,0.9689352360970097,0.010754066163875637,0.025102744897089344,0.025102744897089344,1.0717077716143661,33.738039876308505,False
20260809,R2,1.025,False,0.9908500436200138,0.9880389120520686,0.9939074553741544,0.9755343618041284,0.0028370908252422387,0.018485718635755086,0.018485718635755086,1.0904966514767453,46.36251556158188,False
20260809,R2,1.05,False,0.9909063258614309,0.9904840796483388,0.9939208802322047,0.9779325915544013,0.000426121220615869,0.016086077871780076,0.016086077871780076,1.1226022478097133,55.43969856220043,False
20260809,R2,1.075,False,0.9940954928340616,0.9916129632683104,0.9941769534819453,0.9786856317462743,0.002497274742362833,0.01558205677713123,0.01558205677713123,1.2169477045371677,61.44627774340282,False
20260809,R2,1.1,False,0.9941967521174749,0.9925211852178115,0.9942424653523907,0.9790079460243662,0.0016853473883260389,0.015322740537565806,0.015322740537565806,1.2326930722828418,66.24520185947999,False
20260809,R2,1.125,False,0.9942511506928483,0.9932878845522233,0.9942820181513491,0.9794154120348872,0.000968835831825564,0.014952101964091698,0.014952101964091698,1.2224044440256354,70.70434984693954,False
