load_resistance_ohm,branch,source_voltage_V,temperature_K,device_voltage_V,current_A,conductive_state,stability_classification,robust_stability_margin,reachable,reachability_status,target_grid_point,diagnostic_only,voting_eligible,load_scope
12000.0,cooling,16.5,335.55510732935426,1.7715530656000535,0.0012273705778666623,0.9613545155996834,unstable,-1.156104824180015,False,post_switch_reachability_unresolved,True,False,False,nominal_12k
12000.0,cooling,16.0,335.41424744781057,1.814858101141738,0.0011820951582381884,0.9586176647251781,unstable,-1.1842402927511757,False,post_switch_reachability_unresolved,True,False,False,nominal_12k
12000.0,cooling,15.8,335.3566117870321,1.8330027474493762,0.001163916437712552,0.9574451484310351,unstable,-1.1944616806098938,False,post_switch_reachability_unresolved,True,False,False,nominal_12k
12000.0,cooling,15.5,335.2686640337685,1.8611662862223721,0.0011365694761481357,0.9555946135878869,unstable,-1.2086412903584227,False,post_switch_reachability_unresolved,True,False,False,nominal_12k
12000.0,cooling,15.0,335.1177702652976,1.910825472023267,0.0010907645439980612,0.9522396416000242,unstable,-1.2290639538995194,False,post_switch_reachability_unresolved,True,False,False,nominal_12k
12000.0,cooling,14.5,334.96087964169146,1.9642450372970721,0.0010446462468919105,0.9484967816681265,unstable,-1.245223934899932,False,post_switch_reachability_unresolved,True,False,False,nominal_12k
12000.0,cooling,14.0,334.7971801799625,2.0219109494573617,0.0009981740875452199,0.9442967602058561,unstable,-1.2567858742528268,False,post_switch_reachability_unresolved,True,False,False,nominal_12k
12000.0,cooling,13.5,334.62569970530234,2.0844056832496873,0.0009512995263958594,0.9395527596891047,unstable,-1.26334928663158,False,post_switch_reachability_unresolved,True,False,False,nominal_12k
12000.0,cooling,13.0,334.44525825299854,2.1524349805221323,0.0009039637516231556,0.9341544337313177,unstable,-1.2644292790392158,False,post_switch_reachability_unresolved,True,False,False,nominal_12k
12000.0,cooling,12.5,334.25440136388124,2.226864428274207,0.0008560946309771494,0.9279592634421184,unstable,-1.2594296662329956,False,post_switch_reachability_unresolved,True,True,False,nominal_12k
12000.0,cooling,12.0,334.05130427514484,2.308770417348483,0.0008076024652209598,0.9207797533380286,unstable,-1.2476046081371017,False,post_switch_reachability_unresolved,True,False,False,nominal_12k
12000.0,cooling,11.5,333.8336303894925,2.399512620949844,0.0007583739482541796,0.9123639053526107,unstable,-1.2280024190889092,False,post_switch_reachability_unresolved,True,False,False,nominal_12k
12000.0,cooling,11.0,333.5983153600822,2.5008393791134194,0.0007082633850738816,0.9023644285102141,unstable,-1.199380789430001,False,post_switch_reachability_unresolved,True,False,False,nominal_12k
12000.0,cooling,10.5,333.3412252600618,2.615044372835246,0.0006570796355970628,0.890288266286666,unstable,-1.1600745221109883,False,post_switch_reachability_unresolved,True,False,False,nominal_12k
12000.0,cooling,10.0,333.0565919005682,2.745204039875128,0.000604566330010406,0.8754100545290094,unstable,-1.1077813570191664,False,post_switch_reachability_unresolved,True,False,False,nominal_12k
12000.0,cooling,9.5,332.7360342908615,2.8955396383339873,0.0005503716968055011,0.8566158714760861,unstable,-1.039201180924057,False,post_switch_reachability_unresolved,True,False,False,nominal_12k
12000.0,cooling,9.0,332.3667755217527,3.0719485617711864,0.0004940042865190678,0.8321046595683357,unstable,-1.2156017513118658,False,post_switch_reachability_unresolved,True,False,False,nominal_12k
12000.0,cooling,8.5,331.9282644717239,3.282616815373283,0.00043478193205222644,0.7987870874606642,unstable,-1.1231689411626602,False,post_switch_reachability_unresolved,True,False,False,nominal_12k
